season,month,airport_a,airport_b,risk_score,reason,cascade_cost
Winter (Dec-Feb),12,LAS,BOS,69.35047772586294,duty time violation risk,
Spring (Mar-May),5,OKC,MEM,69.34435096627573,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,IAD,69.33336025677463,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,IAH,TPA,69.32528787839595,duty time violation risk,
Spring (Mar-May),5,PHL,LIT,69.31776526798778,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,SAT,SAN,69.31043839495433,tight turnaround / missed connection risk,
Spring (Mar-May),5,BTR,BRO,69.30350205310098,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,VPS,69.29580087339272,correlated weather delays,
Winter (Dec-Feb),12,PHL,SAN,69.29320285058262,duty time violation risk,
Spring (Mar-May),5,LIT,STL,69.27586868617902,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,MCI,69.26671694390932,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,TPA,69.2503445498833,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,PNS,69.24502583132407,correlated weather delays; duty time violation risk,29025.0
Spring (Mar-May),5,LAX,TUL,69.24255070952579,correlated weather delays; duty time violation risk,30750.0
Spring (Mar-May),5,LAS,MAF,69.24210665443069,correlated weather delays,22425.0
Spring (Mar-May),5,ATL,SHV,69.21865128559268,correlated weather delays; duty time violation risk,20175.0
Summer (Jun-Aug),6,SEA,CLT,69.2058420306825,duty time violation risk,
Spring (Mar-May),5,TUL,MEM,69.18411955334182,correlated weather delays,
Spring (Mar-May),5,LGA,EWR,69.17451650497767,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LIT,CHA,69.16555978033693,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,PHX,BOS,69.15689123836934,duty time violation risk,
Spring (Mar-May),5,MIA,SFO,69.15407143930095,correlated weather delays; duty time violation risk,14775.0
Spring (Mar-May),5,LBB,AMA,69.15210866746547,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,PHX,69.14584452180024,correlated weather delays; duty time violation risk,107025.0
Spring (Mar-May),5,IAH,MFE,69.14136790439078,correlated weather delays; tight turnaround / missed connection risk,60450.0
Winter (Dec-Feb),12,ORD,SAN,69.07377857660668,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,MFE,69.07246118168443,correlated weather delays,
Spring (Mar-May),5,CLT,RDU,69.0715319357501,correlated weather delays; tight turnaround / missed connection risk,16050.0
Spring (Mar-May),5,LIT,FAT,69.07044388490118,correlated weather delays,
Spring (Mar-May),5,CLT,MFE,69.06814864690134,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,JAN,69.05159169168225,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,SEA,SAN,69.03725317507644,duty time violation risk,
Spring (Mar-May),5,LGA,MEM,69.02823600659535,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,ICT,69.02011225401283,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MIA,PHL,69.01668398410128,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LAX,BNA,69.01425980919302,duty time violation risk,
Winter (Dec-Feb),12,LAS,SFO,68.99086738719885,elevated composite risk,19350.0
Spring (Mar-May),5,SFO,AMA,68.98662500390508,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ABQ,GRK,68.97272726568765,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SEA,SFO,68.97044546081231,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LIT,BHM,68.95893895604729,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAS,ELP,68.95269859666939,correlated weather delays,
Spring (Mar-May),5,LGA,FLL,68.95031532711207,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LGA,MIA,68.93478521834065,duty time violation risk,107700.0
Spring (Mar-May),5,ATL,MFE,68.93428660264767,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MFE,SHV,68.92849025208544,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,BTR,68.92841587102431,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,MSY,68.91585717674351,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAX,PHX,68.90835548137078,tight turnaround / missed connection risk,
Spring (Mar-May),5,ICT,BHM,68.90227612472022,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MSY,TYS,68.86896810191594,correlated weather delays; tight turnaround / missed connection risk,16575.0
Spring (Mar-May),5,DEN,SLC,68.86895333969093,correlated weather delays; duty time violation risk,24225.0
Summer (Jun-Aug),6,ATL,SLC,68.85391810258814,duty time violation risk,
Summer (Jun-Aug),6,IAH,MSY,68.8446462146459,tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,PHL,68.84404494109596,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,PHX,LIT,68.83188098253076,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAN,TYS,68.82968295713107,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHX,ICT,68.822404569024,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MCO,MAF,68.81845550210802,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,MIA,68.80970167714467,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,TUL,MSY,68.80733880044353,correlated weather delays,
Spring (Mar-May),5,LIT,RDU,68.78772180974804,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MEM,BRO,68.78249572567562,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,TYS,68.78033563611126,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,RDU,68.77876970401248,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),1,XNA,PDX,68.7583351923899,correlated weather delays,
Spring (Mar-May),5,LAS,FLL,68.75124771244073,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,HOU,GRK,68.72065542493962,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MIA,AMA,68.71705045557145,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,SGF,68.71511217946487,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,EWR,ELP,68.71081176172765,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,PHL,68.70477843694437,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,LFT,68.70034121750179,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AMA,PNS,68.699137353723,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LIT,HOU,68.69866352282101,correlated weather delays; tight turnaround / missed connection risk,
Fall (Sep-Nov),11,LAX,ORD,68.69537570878181,duty time violation risk,
Spring (Mar-May),5,MIA,MSY,68.68995838794952,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,PHX,68.68523838259297,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCI,BHM,68.68338512010888,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,LBB,68.66848962711586,correlated weather delays,
Winter (Dec-Feb),12,LAX,LGA,68.66697722958843,duty time violation risk,
Spring (Mar-May),5,XNA,PNS,68.60945171715838,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,MSY,LIT,68.607758605478,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,FAT,68.60744775779325,correlated weather delays,
Spring (Mar-May),5,BNA,MAF,68.59163509306046,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHL,MEM,68.55287024077498,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,SLC,68.54669300472719,correlated weather delays; duty time violation risk,42975.0
Winter (Dec-Feb),12,MIA,LIT,68.54012679742335,duty time violation risk,
Spring (Mar-May),5,MCO,DTW,68.52483754884814,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,OKC,LIT,68.50522565556267,correlated weather delays,
Spring (Mar-May),5,MCO,ABQ,68.48159405667478,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,IAD,68.48072259425805,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),1,XNA,OMA,68.46157529532071,tight turnaround / missed connection risk,
Summer (Jun-Aug),6,DEN,SAT,68.45908083568254,tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAX,SFO,68.45075757239736,tight turnaround / missed connection risk,
Spring (Mar-May),5,SHV,SAF,68.4397159942371,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LGA,BOS,68.42777190096716,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,ORD,AUS,68.38548792996332,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,LBB,68.38453928287504,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,EWR,MEM,68.38257029146644,correlated weather delays; duty time violation risk,20550.0
Spring (Mar-May),5,SEA,SGF,68.3728570396531,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,MIA,CLT,68.37192790109368,duty time violation risk,
Summer (Jun-Aug),6,DEN,SLC,68.36870850404772,duty time violation risk,20775.0
Spring (Mar-May),5,LBB,ABI,68.36594541474118,correlated weather delays,
Winter (Dec-Feb),12,LGA,SFO,68.36300443715011,correlated weather delays; duty time violation risk,10725.0
Spring (Mar-May),5,ELP,FAT,68.35936480874099,correlated weather delays,
Spring (Mar-May),5,AMA,BRO,68.3564924365176,correlated weather delays,
Spring (Mar-May),5,LAX,MAF,68.33253055776252,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LIT,HRL,68.31473735149402,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,EWR,JFK,68.28020828169944,duty time violation risk,
Spring (Mar-May),5,SAN,TPA,68.25167344611984,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAS,LIT,68.24804315452299,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AUS,BHM,68.23249298963887,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,OKC,LFT,68.22888586762281,correlated weather delays,
Summer (Jun-Aug),6,MCO,PNS,68.22171411081197,correlated weather delays; duty time violation risk,13650.0
Spring (Mar-May),5,GRK,IAD,68.22035298820819,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,PHX,FLL,68.21664998749308,duty time violation risk,
Winter (Dec-Feb),12,MCO,LIT,68.20982061023314,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,PHX,SEA,68.2072628521378,duty time violation risk,
Spring (Mar-May),5,TUL,BHM,68.1874199597232,correlated weather delays,
Spring (Mar-May),5,DEN,PHX,68.17613566164522,correlated weather delays; tight turnaround / missed connection risk,17250.0
Winter (Dec-Feb),12,LAX,SAT,68.16829440620388,correlated weather delays; tight turnaround / missed connection risk,112050.0
Winter (Dec-Feb),1,XNA,ABI,68.16603703145059,correlated weather delays,
Spring (Mar-May),5,DCA,AMA,68.15584024543466,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,LIT,68.12428637265569,correlated weather delays; duty time violation risk,24600.0
Spring (Mar-May),5,ORD,LFT,68.12117267940134,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,SAN,SNA,68.10919072361978,correlated weather delays; duty time violation risk,40500.0
Spring (Mar-May),5,BNA,MEM,68.10423236054065,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,PHL,68.09921038890266,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,SHV,68.09801056992507,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,PNS,68.0974239736816,correlated weather delays; duty time violation risk,212700.0
Spring (Mar-May),5,CLT,VPS,68.08445861355746,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,IAH,DTW,68.07858734819683,duty time violation risk,
Spring (Mar-May),5,PNS,TYS,68.07473087834528,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SEA,ELP,68.07400365256872,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MIA,ABI,68.05692092702576,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LFT,VPS,68.05627084064514,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,IAH,SFO,68.04307290927773,tight turnaround / missed connection risk,
Spring (Mar-May),5,BNA,ELP,68.04243631368843,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,SLC,68.0423236622,correlated weather delays; tight turnaround / missed connection risk,72750.0
Spring (Mar-May),5,MIA,GRK,68.03781812125844,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,RDU,68.02722705354928,correlated weather delays; tight turnaround / missed connection risk,36825.0
Winter (Dec-Feb),12,ELP,LIT,68.0147095679405,correlated weather delays,
Spring (Mar-May),5,DEN,GRK,68.00531609848203,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,BNA,67.9974220717834,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,VPS,67.98864195764052,correlated weather delays; tight turnaround / missed connection risk,12750.0
Spring (Mar-May),5,SEA,ICT,67.98827412332862,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,OKC,67.98345124995905,correlated weather delays; duty time violation risk,25575.0
Spring (Mar-May),5,ONT,GRK,67.9804954014048,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LIT,SMF,67.9718980444558,correlated weather delays,
Spring (Mar-May),5,CLT,STL,67.95322395410376,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAS,SEA,67.946367323096,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAN,MFE,67.92414317676202,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MIA,CLT,67.90904969950289,duty time violation risk,
Spring (Mar-May),5,LIT,ONT,67.90034321485267,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,BOS,LIT,67.89909458447686,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MAF,LBB,67.88611852321884,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAS,MIA,67.86144541176498,correlated weather delays; duty time violation risk,10200.0
Spring (Mar-May),5,SAT,TPA,67.83410324964778,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,SMF,67.81059748614457,correlated weather delays,
Spring (Mar-May),5,MFE,ABI,67.80229846750245,correlated weather delays,
Winter (Dec-Feb),12,AUS,BOS,67.7929427514861,duty time violation risk,
Summer (Jun-Aug),6,ATL,SAT,67.77905464916718,tight turnaround / missed connection risk,48750.0
Spring (Mar-May),5,SAT,CRP,67.77231376287675,correlated weather delays,
Spring (Mar-May),5,BTR,VPS,67.76974041189885,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,SGF,67.76906857631327,correlated weather delays; tight turnaround / missed connection risk,19275.0
Spring (Mar-May),5,HSV,GRK,67.76401441916501,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,BOS,67.7614666534499,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LGA,ICT,67.7578395555387,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ABI,BRO,67.75557740189684,correlated weather delays,
Spring (Mar-May),5,DTW,SGF,67.74969344674004,correlated weather delays; tight turnaround / missed connection risk,14550.0
Summer (Jun-Aug),6,AUS,SAT,67.73419834881392,correlated weather delays,19125.0
Spring (Mar-May),5,AMA,JAN,67.72508369089257,correlated weather delays; tight turnaround / missed connection risk,97575.0
Winter (Dec-Feb),12,LAX,CLT,67.69206419636406,duty time violation risk,
Spring (Mar-May),5,MFE,AMA,67.68689377006851,correlated weather delays,
Spring (Mar-May),5,OKC,ABI,67.68079957748414,correlated weather delays,
Spring (Mar-May),5,IAH,PHL,67.67765696483913,correlated weather delays; duty time violation risk,42375.0
Spring (Mar-May),5,GRK,VPS,67.65696682911245,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,PHL,67.65689701716587,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAN,SMF,67.64950468661944,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAX,SAN,67.64373410581544,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,EWR,67.62194356763472,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHL,MAF,67.62080293652606,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,EWR,LIT,67.59473019551274,duty time violation risk,
Spring (Mar-May),5,DEN,TUL,67.5790100458854,correlated weather delays; duty time violation risk,12675.0
Summer (Jun-Aug),6,CLT,FLL,67.57881376165787,duty time violation risk,
Spring (Mar-May),5,DEN,OKC,67.57374869228373,correlated weather delays; duty time violation risk,16650.0
Spring (Mar-May),5,SEA,MIA,67.57154285055339,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,EWR,67.5628844087653,correlated weather delays; duty time violation risk,25875.0
Spring (Mar-May),5,CLT,SMF,67.56069295965584,correlated weather delays,
Spring (Mar-May),5,LAS,PHX,67.5491181783584,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,XNA,67.54794841880644,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,ORD,MCO,67.53022218457328,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LAX,DTW,67.52721138359978,duty time violation risk,
Spring (Mar-May),5,SAN,DCA,67.52082006583665,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,PHL,67.51978935727986,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,FLL,MAF,67.51611223601344,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,MIA,ELP,67.51055090714961,duty time violation risk,
Spring (Mar-May),5,CLT,OMA,67.49828702317869,correlated weather delays; duty time violation risk,20175.0
Spring (Mar-May),5,AUS,OKC,67.48105578381754,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),7,LAX,CLT,67.47978775043255,duty time violation risk,
Spring (Mar-May),5,MCO,BHM,67.47400262794051,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,TYS,67.45522642302883,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LFT,HRL,67.44319499531603,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MIA,SAN,67.4191400300509,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHX,GRK,67.40348262745893,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,FLL,SHV,67.40333192579975,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MSY,PNS,67.39923653688122,correlated weather delays; duty time violation risk,12375.0
Spring (Mar-May),5,SEA,GRK,67.39629553203338,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,BHM,JAN,67.38608609398625,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHX,LFT,67.38525798844242,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHL,FLL,67.37763240048395,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,BTR,67.36368266883909,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,MCI,67.36354990325536,correlated weather delays; tight turnaround / missed connection risk,21525.0
Spring (Mar-May),5,MCO,DCA,67.36108875495943,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ELP,TPA,67.3597692320424,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,BHM,67.3520870549325,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,EWR,LIT,67.34305928227899,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAX,ATL,67.33541136793217,duty time violation risk,
Winter (Dec-Feb),12,MIA,SLC,67.3351117831093,duty time violation risk,
Spring (Mar-May),5,MCI,AMA,67.31516882415457,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),1,STL,LFT,67.30472896214584,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LIT,LBB,67.29255685817245,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LBB,ICT,67.28680689947859,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,ATL,LGA,67.25927567074463,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,BNA,67.25622706361686,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LFT,FAT,67.25485455824536,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,SAN,67.2540309617185,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ONT,SHV,67.24178698566386,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LGA,SEA,67.23163777604911,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LAS,SLC,67.2242647728239,duty time violation risk,
Spring (Mar-May),5,LIT,VPS,67.2070684244736,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SEA,BTR,67.17751644851371,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),7,LGA,LAS,67.17368316365469,duty time violation risk,
Summer (Jun-Aug),6,LAX,SLC,67.16688683141776,duty time violation risk,
Spring (Mar-May),5,MSY,AMA,67.13340724336555,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAS,MCO,67.09639817391489,tight turnaround / missed connection risk,40200.0
Spring (Mar-May),5,HSV,SHV,67.08296540052699,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,VPS,67.07845275805693,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MCO,MEM,67.07457399676525,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SNA,MEM,67.07304461417742,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHL,GRK,67.03879295520898,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,OKC,TUL,67.03817887277577,correlated weather delays,89025.0
Spring (Mar-May),5,LAX,LFT,67.03674451685664,correlated weather delays; duty time violation risk,26550.0
Winter (Dec-Feb),12,ORD,EWR,67.02714176016144,duty time violation risk,
Spring (Mar-May),5,DTW,MAF,67.0231230735276,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ORD,DTW,67.01984267885425,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SGF,OMA,67.01520818964809,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,DTW,67.01202041536868,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,SLC,67.01169555525144,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHX,TUL,67.01099669723452,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,PHX,SAN,67.00441675508945,duty time violation risk,
Spring (Mar-May),5,LAX,TPA,66.98218912620608,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,SEA,66.98191914304081,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,FLL,GRK,66.97152630107561,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ELP,CHA,66.96772961160829,correlated weather delays,
Spring (Mar-May),5,SAT,BRO,66.96740585093976,correlated weather delays,
Summer (Jun-Aug),6,MIA,EWR,66.96227608826882,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,ABQ,66.96138472788827,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LBB,MEM,66.94043838181146,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,MIA,66.9386014171668,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,SAN,66.93363417843325,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MIA,SAT,66.9255366572028,tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAS,SAT,66.90894936775784,elevated composite risk,33150.0
Spring (Mar-May),5,MCO,CRP,66.90262337032932,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,SAN,66.8897872224559,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,OKC,66.88825086166382,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAS,SAT,66.88266482575143,elevated composite risk,153300.0
Spring (Mar-May),5,PHL,ICT,66.88159026292578,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),1,XNA,ELP,66.87942862227152,correlated weather delays,
Spring (Mar-May),5,TUL,PNS,66.87661404226274,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ONT,LFT,66.8632562162618,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ELP,HSV,66.859470054085,correlated weather delays,
Spring (Mar-May),5,SGF,SAF,66.85386383715914,correlated weather delays,
Spring (Mar-May),5,BNA,GRK,66.83828009577215,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ICT,CRP,66.83603629266186,correlated weather delays,
Spring (Mar-May),5,MAF,SMF,66.8352560321986,correlated weather delays,
Spring (Mar-May),5,MSY,MCI,66.83397378925777,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MIA,OKC,66.8317030819804,duty time violation risk,
Winter (Dec-Feb),12,LAX,EWR,66.82071213073898,duty time violation risk,
Spring (Mar-May),5,MEM,MFE,66.81454453411502,correlated weather delays,
Summer (Jun-Aug),6,LAX,LIT,66.80684487738806,duty time violation risk,22425.0
Spring (Mar-May),5,ELP,OMA,66.804249852222,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PDX,LFT,66.79343775391911,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,IAD,66.76720066042068,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),1,SGF,OMA,66.73893023597802,tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,DTW,66.73652518955444,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,HOU,SHV,66.73237610094522,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,LBB,66.73058482460266,correlated weather delays,
Summer (Jun-Aug),7,XNA,LIT,66.72512497758231,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,BNA,SHV,66.71324875087741,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LGA,PHX,66.7069857950459,duty time violation risk,
Spring (Mar-May),5,TUL,MFE,66.69653896755997,correlated weather delays,
Spring (Mar-May),5,MAF,OMA,66.68557142465062,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MCO,RSW,66.67692306687773,duty time violation risk,
Spring (Mar-May),5,SNA,LFT,66.66680828304479,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DCA,MEM,66.66543363193207,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MEM,IAD,66.66128561607295,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHL,XNA,66.64642059214725,correlated weather delays; duty time violation risk,
Spring (Mar-May),4,IAH,MIA,66.64287746398337,duty time violation risk,15450.0
Spring (Mar-May),5,COS,LFT,66.63789327599802,tight turnaround / missed connection risk,
Winter (Dec-Feb),12,MIA,MSY,66.62005487298288,duty time violation risk,
Spring (Mar-May),5,DEN,PHL,66.6042844053935,correlated weather delays; duty time violation risk,
